Pincode,StateName
391165,GUJARAT
391152,GUJARAT
495554,CHHATTISGARH
495117,CHHATTISGARH
384325,GUJARAT
384540,GUJARAT
384412,GUJARAT
384005,GUJARAT
384560,GUJARAT
384335,GUJARAT
384170,GUJARAT
384355,GUJARAT
384570,GUJARAT
787057,ASSAM
384315,GUJARAT
532440,ANDHRA PRADESH
535527,ANDHRA PRADESH
532443,ANDHRA PRADESH
532461,ANDHRA PRADESH
532460,ANDHRA PRADESH
574279,KARNATAKA
843115,BIHAR
842002,BIHAR
391135,GUJARAT
391170,GUJARAT
391140,GUJARAT
391150,GUJARAT
391168,GUJARAT
391160,GUJARAT
577005,KARNATAKA
577006,KARNATAKA
824208,BIHAR
824303,BIHAR
824301,BIHAR
824124,BIHAR
784154,ASSAM
784102,ASSAM
784173,ASSAM
784169,ASSAM
784504,ASSAM
784176,ASSAM
391156,GUJARAT
391145,GUJARAT
783381,ASSAM
783389,ASSAM
828121,JHARKHAND
828402,JHARKHAND
828115,JHARKHAND
828117,JHARKHAND
813206,BIHAR
824125,BIHAR
786159,ASSAM
848115,BIHAR
848205,BIHAR
848117,BIHAR
848134,BIHAR
848302,BIHAR
848160,BIHAR
848101,BIHAR
848301,BIHAR
848122,BIHAR
848208,BIHAR
848502,BIHAR
848121,BIHAR
781353,ASSAM
781378,ASSAM
781370,ASSAM
781351,ASSAM
781341,ASSAM
788831,ASSAM
848211,BIHAR
848505,BIHAR
848504,BIHAR
854330,BIHAR
534186,ANDHRA PRADESH
534112,ANDHRA PRADESH
854317,BIHAR
534342,ANDHRA PRADESH
534318,ANDHRA PRADESH
534315,ANDHRA PRADESH
534302,ANDHRA PRADESH
384265,GUJARAT
384110,GUJARAT
384220,GUJARAT
384225,GUJARAT
384240,GUJARAT
521180,ANDHRA PRADESH
521164,ANDHRA PRADESH
521226,ANDHRA PRADESH
781350,ASSAM
781338,ASSAM
784104,ASSAM
786150,ASSAM
786126,ASSAM
533292,ANDHRA PRADESH
533284,ANDHRA PRADESH
533286,ANDHRA PRADESH
533126,ANDHRA PRADESH
533102,ANDHRA PRADESH
533289,ANDHRA PRADESH
533285,ANDHRA PRADESH
533294,ANDHRA PRADESH
533288,ANDHRA PRADESH
786190,ASSAM
785105,ASSAM
682306,KERALA
682030,KERALA
521247,ANDHRA PRADESH
521230,ANDHRA PRADESH
134205,HARYANA
522102,ANDHRA PRADESH
522311,ANDHRA PRADESH
522310,ANDHRA PRADESH
522213,ANDHRA PRADESH
522257,ANDHRA PRADESH
522261,ANDHRA PRADESH
522259,ANDHRA PRADESH
535214,ANDHRA PRADESH
521181,ANDHRA PRADESH
521246,ANDHRA PRADESH
521227,ANDHRA PRADESH
521228,ANDHRA PRADESH
521457,ANDHRA PRADESH
521256,ANDHRA PRADESH
521183,ANDHRA PRADESH
192305,JAMMU AND KASHMIR
361335,GUJARAT
361320,GUJARAT
361305,GUJARAT
495119,CHHATTISGARH
384530,GUJARAT
384465,GUJARAT
384435,GUJARAT
384340,GUJARAT
384441,GUJARAT
800009,BIHAR
800007,BIHAR
803203,BIHAR
534305,ANDHRA PRADESH
534196,ANDHRA PRADESH
854103,BIHAR
855105,BIHAR
521321,ANDHRA PRADESH
521333,ANDHRA PRADESH
521344,ANDHRA PRADESH
521343,ANDHRA PRADESH
521345,ANDHRA PRADESH
521323,ANDHRA PRADESH
521325,ANDHRA PRADESH
520012,ANDHRA PRADESH
805104,BIHAR
805106,BIHAR
805109,BIHAR
805122,BIHAR
520007,ANDHRA PRADESH
521151,ANDHRA PRADESH
521108,ANDHRA PRADESH
521134,ANDHRA PRADESH
521245,ANDHRA PRADESH
521211,ANDHRA PRADESH
520015,ANDHRA PRADESH
521178,ANDHRA PRADESH
521229,ANDHRA PRADESH
805121,BIHAR
805123,BIHAR
805124,BIHAR
805125,BIHAR
805126,BIHAR
805127,BIHAR
805129,BIHAR
805130,BIHAR
805131,BIHAR
363435,GUJARAT
134203,HARYANA
134201,HARYANA
783325,ASSAM
521340,ANDHRA PRADESH
835102,JHARKHAND
533263,ANDHRA PRADESH
533262,ANDHRA PRADESH
533341,ANDHRA PRADESH
533306,ANDHRA PRADESH
533264,ANDHRA PRADESH
533305,ANDHRA PRADESH
788004,ASSAM
533340,ANDHRA PRADESH
533234,ANDHRA PRADESH
535501,ANDHRA PRADESH
533125,ANDHRA PRADESH
533124,ANDHRA PRADESH
533295,ANDHRA PRADESH
533293,ANDHRA PRADESH
518533,ANDHRA PRADESH
805107,BIHAR
805111,BIHAR
521107,ANDHRA PRADESH
782411,ASSAM
782104,ASSAM
782413,ASSAM
782127,ASSAM
782126,ASSAM
782105,ASSAM
785616,ASSAM
782440,ASSAM
521104,ANDHRA PRADESH
520003,ANDHRA PRADESH
521102,ANDHRA PRADESH
521182,ANDHRA PRADESH
805112,BIHAR
533233,ANDHRA PRADESH
384229,GUJARAT
824207,BIHAR
824211,BIHAR
384290,GUJARAT
384255,GUJARAT
824210,BIHAR
521329,ANDHRA PRADESH
521390,ANDHRA PRADESH
521326,ANDHRA PRADESH
521327,ANDHRA PRADESH
521263,ANDHRA PRADESH
854104,BIHAR
854106,BIHAR
854107,BIHAR
855107,BIHAR
360530,GUJARAT
361007,GUJARAT
361011,GUJARAT
361130,GUJARAT
361250,GUJARAT
361160,GUJARAT
361013,GUJARAT
533309,ANDHRA PRADESH
533308,ANDHRA PRADESH
533345,ANDHRA PRADESH
533256,ANDHRA PRADESH
533346,ANDHRA PRADESH
805128,BIHAR
391110,GUJARAT
391120,GUJARAT
391250,GUJARAT
788710,ASSAM
391107,GUJARAT
391115,GUJARAT
782124,ASSAM
782426,ASSAM
782101,ASSAM
782427,ASSAM
785681,ASSAM
785680,ASSAM
785661,ASSAM
785662,ASSAM
782106,ASSAM
788006,ASSAM
517167,ANDHRA PRADESH
517429,ANDHRA PRADESH
517127,ANDHRA PRADESH
517132,ANDHRA PRADESH
517408,ANDHRA PRADESH
517126,ANDHRA PRADESH
517124,ANDHRA PRADESH
517422,ANDHRA PRADESH
517370,ANDHRA PRADESH
517351,ANDHRA PRADESH
785014,ASSAM
785636,ASSAM
785112,ASSAM
785630,ASSAM
785691,ASSAM
785683,ASSAM
523315,ANDHRA PRADESH
523373,ANDHRA PRADESH
533006,ANDHRA PRADESH
521322,ANDHRA PRADESH
801505,BIHAR
801109,BIHAR
801110,BIHAR
847305,BIHAR
805113,BIHAR
805103,BIHAR
805108,BIHAR
521148,ANDHRA PRADESH
521261,ANDHRA PRADESH
805105,BIHAR
848206,BIHAR
848213,BIHAR
854332,BIHAR
854333,BIHAR
532456,ANDHRA PRADESH
532445,ANDHRA PRADESH
532484,ANDHRA PRADESH
532459,ANDHRA PRADESH
532214,ANDHRA PRADESH
854331,BIHAR
533106,ANDHRA PRADESH
824102,BIHAR
824129,BIHAR
824115,BIHAR
824302,BIHAR
824103,BIHAR
848501,BIHAR
521212,ANDHRA PRADESH
521286,ANDHRA PRADESH
521241,ANDHRA PRADESH
521170,ANDHRA PRADESH
517419,ANDHRA PRADESH
522111,ANDHRA PRADESH
522262,ANDHRA PRADESH
522315,ANDHRA PRADESH
522268,ANDHRA PRADESH
522314,ANDHRA PRADESH
522316,ANDHRA PRADESH
522329,ANDHRA PRADESH
522124,ANDHRA PRADESH
522317,ANDHRA PRADESH
522318,ANDHRA PRADESH
522211,ANDHRA PRADESH
522256,ANDHRA PRADESH
522330,ANDHRA PRADESH
843317,BIHAR
517403,ANDHRA PRADESH
517421,ANDHRA PRADESH
517599,ANDHRA PRADESH
517319,ANDHRA PRADESH
517257,ANDHRA PRADESH
517425,ANDHRA PRADESH
384430,GUJARAT
384310,GUJARAT
384565,GUJARAT
841442,BIHAR
824221,BIHAR
802301,BIHAR
841218,BIHAR
841421,BIHAR
845427,BIHAR
845457,BIHAR
845431,BIHAR
845428,BIHAR
845430,BIHAR
845429,BIHAR
845406,BIHAR
518464,ANDHRA PRADESH
518411,ANDHRA PRADESH
518405,ANDHRA PRADESH
518004,ANDHRA PRADESH
518401,ANDHRA PRADESH
532427,ANDHRA PRADESH
532432,ANDHRA PRADESH
533210,ANDHRA PRADESH
533241,ANDHRA PRADESH
531060,ANDHRA PRADESH
531032,ANDHRA PRADESH
531082,ANDHRA PRADESH
531029,ANDHRA PRADESH
361280,GUJARAT
855108,BIHAR
522325,ANDHRA PRADESH
522301,ANDHRA PRADESH
522264,ANDHRA PRADESH
522312,ANDHRA PRADESH
534156,ANDHRA PRADESH
534313,ANDHRA PRADESH
495553,CHHATTISGARH
785693,ASSAM
782412,ASSAM
786007,ASSAM
522308,ANDHRA PRADESH
522307,ANDHRA PRADESH
787035,ASSAM
787053,ASSAM
787034,ASSAM
782137,ASSAM
782138,ASSAM
785664,ASSAM
534331,ANDHRA PRADESH
534329,ANDHRA PRADESH
534301,ANDHRA PRADESH
785696,ASSAM
533437,ANDHRA PRADESH
533449,ANDHRA PRADESH
533444,ANDHRA PRADESH
533450,ANDHRA PRADESH
515731,ANDHRA PRADESH
515004,ANDHRA PRADESH
515722,ANDHRA PRADESH
515761,ANDHRA PRADESH
515765,ANDHRA PRADESH
535557,ANDHRA PRADESH
828131,JHARKHAND
828304,JHARKHAND
535573,ANDHRA PRADESH
535578,ANDHRA PRADESH
535102,ANDHRA PRADESH
515721,ANDHRA PRADESH
515711,ANDHRA PRADESH
515766,ANDHRA PRADESH
515425,ANDHRA PRADESH
515787,ANDHRA PRADESH
515414,ANDHRA PRADESH
847401,BIHAR
847222,BIHAR
847224,BIHAR
847102,BIHAR
847225,BIHAR
847223,BIHAR
847212,BIHAR
843131,BIHAR
517417,ANDHRA PRADESH
517426,ANDHRA PRADESH
517350,ANDHRA PRADESH
518468,ANDHRA PRADESH
518598,ANDHRA PRADESH
518003,ANDHRA PRADESH
518010,ANDHRA PRADESH
518002,ANDHRA PRADESH
788002,ASSAM
788099,ASSAM
788015,ASSAM
788115,ASSAM
788098,ASSAM
788116,ASSAM
788005,ASSAM
788013,ASSAM
788119,ASSAM
788026,ASSAM
788003,ASSAM
788030,ASSAM
788931,ASSAM
785663,ASSAM
785666,ASSAM
515767,ANDHRA PRADESH
515435,ANDHRA PRADESH
515411,ANDHRA PRADESH
824112,BIHAR
824113,BIHAR
847402,BIHAR
847226,BIHAR
847403,BIHAR
847229,BIHAR
847228,BIHAR
848102,BIHAR
523186,ANDHRA PRADESH
523260,ANDHRA PRADESH
531020,ANDHRA PRADESH
825322,JHARKHAND
533432,ANDHRA PRADESH
533434,ANDHRA PRADESH
533483,ANDHRA PRADESH
533429,ANDHRA PRADESH
824143,BIHAR
824202,BIHAR
847404,BIHAR
788009,ASSAM
784145,ASSAM
384230,GUJARAT
801108,BIHAR
384550,GUJARAT
785701,ASSAM
785665,ASSAM
784164,ASSAM
787054,ASSAM
533339,ANDHRA PRADESH
784525,ASSAM
784529,ASSAM
784116,ASSAM
784147,ASSAM
784148,ASSAM
784510,ASSAM
784115,ASSAM
394540,GUJARAT
395005,GUJARAT
825314,JHARKHAND
825408,JHARKHAND
825403,JHARKHAND
825315,JHARKHAND
825404,JHARKHAND
524124,ANDHRA PRADESH
828142,JHARKHAND
533448,ANDHRA PRADESH
788007,ASSAM
784527,ASSAM
784190,ASSAM
784526,ASSAM
518221,ANDHRA PRADESH
855117,BIHAR
855116,BIHAR
855115,BIHAR
534198,ANDHRA PRADESH
824114,BIHAR
824203,BIHAR
824120,BIHAR
824122,BIHAR
824121,BIHAR
385310,GUJARAT
384445,GUJARAT
384140,GUJARAT
385566,GUJARAT
784524,ASSAM
784522,ASSAM
788031,ASSAM
788010,ASSAM
784146,ASSAM
534145,ANDHRA PRADESH
534341,ANDHRA PRADESH
515005,ANDHRA PRADESH
176061,HIMACHAL PRADESH
176082,HIMACHAL PRADESH
176125,HIMACHAL PRADESH
176073,HIMACHAL PRADESH
176067,HIMACHAL PRADESH
518442,ANDHRA PRADESH
781328,ASSAM
781315,ASSAM
781309,ASSAM
781352,ASSAM
515465,ANDHRA PRADESH
515822,ANDHRA PRADESH
515402,ANDHRA PRADESH
515401,ANDHRA PRADESH
515863,ANDHRA PRADESH
515774,ANDHRA PRADESH
825406,JHARKHAND
825302,JHARKHAND
825313,JHARKHAND
825418,JHARKHAND
825402,JHARKHAND
825109,JHARKHAND
825409,JHARKHAND
825410,JHARKHAND
825303,JHARKHAND
825318,JHARKHAND
825319,JHARKHAND
825132,JHARKHAND
387305,GUJARAT
387510,GUJARAT
387635,GUJARAT
387110,GUJARAT
387120,GUJARAT
387620,GUJARAT
387630,GUJARAT
387640,GUJARAT
176083,HIMACHAL PRADESH
781128,ASSAM
781136,ASSAM
781354,ASSAM
781103,ASSAM
781382,ASSAM
781131,MEGHALAYA
176088,HIMACHAL PRADESH
176092,HIMACHAL PRADESH
176086,HIMACHAL PRADESH
176098,HIMACHAL PRADESH
176096,HIMACHAL PRADESH
821104,BIHAR
821305,BIHAR
802226,BIHAR
802213,BIHAR
802215,BIHAR
824127,BIHAR
387610,GUJARAT
824220,BIHAR
824205,BIHAR
824206,BIHAR
802214,BIHAR
821106,BIHAR
821107,BIHAR
821112,BIHAR
821108,BIHAR
788104,ASSAM
814114,JHARKHAND
174305,HIMACHAL PRADESH
174309,HIMACHAL PRADESH
174304,HIMACHAL PRADESH
177024,HIMACHAL PRADESH
176041,HIMACHAL PRADESH
176040,HIMACHAL PRADESH
787060,ASSAM
176039,HIMACHAL PRADESH
784113,ASSAM
383275,GUJARAT
801102,BIHAR
176103,HIMACHAL PRADESH
176115,HIMACHAL PRADESH
176081,HIMACHAL PRADESH
176076,HIMACHAL PRADESH
176071,HIMACHAL PRADESH
176077,HIMACHAL PRADESH
176128,HIMACHAL PRADESH
176101,HIMACHAL PRADESH
176095,HIMACHAL PRADESH
176094,HIMACHAL PRADESH
494337,CHHATTISGARH
494771,CHHATTISGARH
383316,GUJARAT
383251,GUJARAT
383345,GUJARAT
383350,GUJARAT
841422,BIHAR
841221,BIHAR
841101,BIHAR
841222,BIHAR
841401,BIHAR
841402,BIHAR
841460,BIHAR
841410,BIHAR
494447,CHHATTISGARH
494450,CHHATTISGARH
821109,BIHAR
821310,BIHAR
802218,BIHAR
821306,BIHAR
821105,BIHAR
801304,BIHAR
803302,BIHAR
841443,BIHAR
841411,BIHAR
821308,BIHAR
821309,BIHAR
841414,BIHAR
811212,BIHAR
811213,BIHAR
811214,BIHAR
801302,BIHAR
801303,BIHAR
534340,ANDHRA PRADESH
534111,ANDHRA PRADESH
388365,GUJARAT
393020,GUJARAT
392035,GUJARAT
392030,GUJARAT
388245,GUJARAT
393120,GUJARAT
392140,GUJARAT
393135,GUJARAT
388220,GUJARAT
392025,GUJARAT
392180,GUJARAT
392040,GUJARAT
392240,GUJARAT
388215,GUJARAT
388250,GUJARAT
133302,HARYANA
362120,GUJARAT
362205,GUJARAT
362255,GUJARAT
362150,GUJARAT
362275,GUJARAT
787031,ASSAM
784160,ASSAM
787051,ASSAM
787058,ASSAM
787032,ASSAM
523117,ANDHRA PRADESH
523228,ANDHRA PRADESH
854312,BIHAR
393050,GUJARAT
393025,GUJARAT
387320,GUJARAT
388713,GUJARAT
389330,GUJARAT
176063,HIMACHAL PRADESH
176093,HIMACHAL PRADESH
176102,HIMACHAL PRADESH
176084,HIMACHAL PRADESH
176087,HIMACHAL PRADESH
176091,HIMACHAL PRADESH
176085,HIMACHAL PRADESH
176107,HIMACHAL PRADESH
494553,CHHATTISGARH
494222,CHHATTISGARH
494223,CHHATTISGARH
494224,CHHATTISGARH
811102,BIHAR
811103,BIHAR
811105,BIHAR
802216,BIHAR
802217,BIHAR
814120,JHARKHAND
814133,JHARKHAND
841415,BIHAR
360540,GUJARAT
854116,BIHAR
854108,BIHAR
854113,BIHAR
854114,BIHAR
854117,BIHAR
855113,BIHAR
854115,BIHAR
855114,BIHAR
811107,BIHAR
804403,BIHAR
804407,BIHAR
491995,CHHATTISGARH
825407,JHARKHAND
811309,BIHAR
811310,BIHAR
811311,BIHAR
811104,BIHAR
803301,BIHAR
811106,BIHAR
803107,BIHAR
815312,JHARKHAND
825106,JHARKHAND
815302,JHARKHAND
815318,JHARKHAND
795114,MANIPUR
795005,MANIPUR
795008,MANIPUR
795104,MANIPUR
795125,MANIPUR
795141,MANIPUR
522611,ANDHRA PRADESH
522234,ANDHRA PRADESH
522615,ANDHRA PRADESH
522660,ANDHRA PRADESH
522649,ANDHRA PRADESH
521139,ANDHRA PRADESH
782410,ASSAM
123411,HARYANA
123301,HARYANA
123103,HARYANA
785632,ASSAM
123106,HARYANA
177118,HIMACHAL PRADESH
177119,HIMACHAL PRADESH
177028,HIMACHAL PRADESH
177040,HIMACHAL PRADESH
177025,HIMACHAL PRADESH
177027,HIMACHAL PRADESH
177041,HIMACHAL PRADESH
123302,HARYANA
123101,HARYANA
177026,HIMACHAL PRADESH
174405,HIMACHAL PRADESH
176048,HIMACHAL PRADESH
177020,HIMACHAL PRADESH
177029,HIMACHAL PRADESH
177033,HIMACHAL PRADESH
811112,BIHAR
803120,BIHAR
522529,ANDHRA PRADESH
522603,ANDHRA PRADESH
522617,ANDHRA PRADESH
522549,ANDHRA PRADESH
522647,ANDHRA PRADESH
522411,ANDHRA PRADESH
522414,ANDHRA PRADESH
795116,MANIPUR
795117,MANIPUR
795139,MANIPUR
795101,MANIPUR
795135,MANIPUR
795006,MANIPUR
795136,MANIPUR
795159,MANIPUR
795118,MANIPUR
795106,MANIPUR
795112,MANIPUR
491222,CHHATTISGARH
494331,CHHATTISGARH
823311,BIHAR
174312,HIMACHAL PRADESH
824231,BIHAR
823003,BIHAR
804404,BIHAR
824237,BIHAR
823004,BIHAR
824232,BIHAR
823002,BIHAR
824118,BIHAR
824233,BIHAR
795147,MANIPUR
795126,MANIPUR
841406,BIHAR
841408,BIHAR
383462,GUJARAT
795105,MANIPUR
795144,MANIPUR
522657,ANDHRA PRADESH
522437,ANDHRA PRADESH
802134,BIHAR
522661,ANDHRA PRADESH
522626,ANDHRA PRADESH
815314,JHARKHAND
815313,JHARKHAND
825167,JHARKHAND
841203,BIHAR
841234,BIHAR
841233,BIHAR
841235,BIHAR
389220,GUJARAT
392011,GUJARAT
828403,JHARKHAND
829111,JHARKHAND
829112,JHARKHAND
829132,JHARKHAND
829107,JHARKHAND
815311,JHARKHAND
824234,BIHAR
824235,BIHAR
824209,BIHAR
387520,GUJARAT
841210,BIHAR
493661,CHHATTISGARH
802135,BIHAR
493225,CHHATTISGARH
493526,CHHATTISGARH
493445,CHHATTISGARH
493111,CHHATTISGARH
492101,CHHATTISGARH
493114,CHHATTISGARH
493228,CHHATTISGARH
493551,CHHATTISGARH
535522,ANDHRA PRADESH
532462,ANDHRA PRADESH
389390,GUJARAT
389115,GUJARAT
389360,GUJARAT
389120,GUJARAT
389210,GUJARAT
389370,GUJARAT
388710,GUJARAT
389340,GUJARAT
688006,KERALA
688505,KERALA
688501,KERALA
688522,KERALA
688506,KERALA
688538,KERALA
688503,KERALA
688504,KERALA
800008,BIHAR
814113,JHARKHAND
814142,JHARKHAND
814157,JHARKHAND
815351,JHARKHAND
523111,ANDHRA PRADESH
523108,ANDHRA PRADESH
176097,HIMACHAL PRADESH
176089,HIMACHAL PRADESH
174505,HIMACHAL PRADESH
177401,HIMACHAL PRADESH
177042,HIMACHAL PRADESH
123412,HARYANA
370490,GUJARAT
370445,GUJARAT
396051,GUJARAT
396045,GUJARAT
396020,GUJARAT
492015,CHHATTISGARH
389230,GUJARAT
370627,GUJARAT
370450,GUJARAT
370240,GUJARAT
370410,GUJARAT
370455,GUJARAT
370465,GUJARAT
389235,GUJARAT
388270,GUJARAT
825401,JHARKHAND
825312,JHARKHAND
852214,BIHAR
852111,BIHAR
815315,JHARKHAND
533005,ANDHRA PRADESH
533344,ANDHRA PRADESH
533468,ANDHRA PRADESH
533461,ANDHRA PRADESH
370415,GUJARAT
370430,GUJARAT
370510,GUJARAT
370130,GUJARAT
370485,GUJARAT
370630,GUJARAT
370641,GUJARAT
370605,GUJARAT
370645,GUJARAT
370105,GUJARAT
123027,HARYANA
177007,HIMACHAL PRADESH
176109,HIMACHAL PRADESH
394510,GUJARAT
394550,GUJARAT
394517,GUJARAT
395009,GUJARAT
495446,CHHATTISGARH
495450,CHHATTISGARH
781305,ASSAM
781327,ASSAM
781319,ASSAM
781330,ASSAM
781308,ASSAM
682021,KERALA
683501,KERALA
682008,KERALA
683511,KERALA
683101,KERALA
683572,KERALA
683585,KERALA
683578,KERALA
683561,KERALA
683574,KERALA
683575,KERALA
683579,KERALA
683581,KERALA
683594,KERALA
370475,GUJARAT
370670,GUJARAT
370145,GUJARAT
370020,GUJARAT
370610,GUJARAT
370030,GUJARAT
370650,GUJARAT
370421,GUJARAT
394235,GUJARAT
394530,GUJARAT
852215,BIHAR
852112,BIHAR
852113,BIHAR
852216,BIHAR
852217,BIHAR
533201,ANDHRA PRADESH
533239,ANDHRA PRADESH
533213,ANDHRA PRADESH
533577,ANDHRA PRADESH
533235,ANDHRA PRADESH
532428,ANDHRA PRADESH
532421,ANDHRA PRADESH
532190,ANDHRA PRADESH
532213,ANDHRA PRADESH
387130,GUJARAT
387340,GUJARAT
387335,GUJARAT
387530,GUJARAT
387540,GUJARAT
825311,JHARKHAND
784513,ASSAM
495454,CHHATTISGARH
825323,JHARKHAND
825336,JHARKHAND
825317,JHARKHAND
493331,CHHATTISGARH
571101,KARNATAKA
493663,CHHATTISGARH
493662,CHHATTISGARH
493888,CHHATTISGARH
493778,CHHATTISGARH
492109,CHHATTISGARH
493992,CHHATTISGARH
493885,CHHATTISGARH
845449,BIHAR
845450,BIHAR
845451,BIHAR
845103,BIHAR
845459,BIHAR
845452,BIHAR
845453,BIHAR
845104,BIHAR
845306,BIHAR
845454,BIHAR
845105,BIHAR
845455,BIHAR
845106,BIHAR
591115,KARNATAKA
591153,KARNATAKA
591119,KARNATAKA
532429,ANDHRA PRADESH
491444,CHHATTISGARH
491881,CHHATTISGARH
495692,CHHATTISGARH
495688,CHHATTISGARH
829114,JHARKHAND
829104,JHARKHAND
825102,JHARKHAND
841509,BIHAR
829113,JHARKHAND
495690,CHHATTISGARH
571440,KARNATAKA
491229,CHHATTISGARH
491666,CHHATTISGARH
570008,KARNATAKA
570019,KARNATAKA
571102,KARNATAKA
491559,CHHATTISGARH
497001,CHHATTISGARH
497335,CHHATTISGARH
497119,CHHATTISGARH
835204,JHARKHAND
571103,KARNATAKA
570026,KARNATAKA
571617,KARNATAKA
688561,KERALA
688502,KERALA
688562,KERALA
688002,KERALA
688524,KERALA
688530,KERALA
688539,KERALA
571610,KARNATAKA
571125,KARNATAKA
571601,KARNATAKA
570003,KARNATAKA
570018,KARNATAKA
571104,KARNATAKA
571114,KARNATAKA
685586,KERALA
685590,KERALA
685620,KERALA
685616,KERALA
685612,KERALA
685605,KERALA
685571,KERALA
685566,KERALA
685582,KERALA
685589,KERALA
685587,KERALA
571105,KARNATAKA
571116,KARNATAKA
571311,KARNATAKA
571187,KARNATAKA
571134,KARNATAKA
852122,BIHAR
852123,BIHAR
852124,BIHAR
852202,BIHAR
571602,KARNATAKA
803109,BIHAR
854311,BIHAR
854202,BIHAR
854316,BIHAR
571108,KARNATAKA
571604,KARNATAKA
571121,KARNATAKA
854318,BIHAR
854201,BIHAR
854315,BIHAR
854334,BIHAR
854304,BIHAR
854303,BIHAR
562120,KARNATAKA
562159,KARNATAKA
562126,KARNATAKA
562127,KARNATAKA
562128,KARNATAKA
562131,KARNATAKA
562162,KARNATAKA
561205,KARNATAKA
562122,KARNATAKA
562123,KARNATAKA
562130,KARNATAKA
124412,HARYANA
562121,KARNATAKA
835101,JHARKHAND
835234,JHARKHAND
835209,JHARKHAND
835210,JHARKHAND
835216,JHARKHAND
834004,JHARKHAND
834003,JHARKHAND
811201,BIHAR
571130,KARNATAKA
124113,HARYANA
124112,HARYANA
124022,HARYANA
124010,HARYANA
124303,HARYANA
562125,KARNATAKA
562129,KARNATAKA
801306,BIHAR
124514,HARYANA
124111,HARYANA
364521,GUJARAT
365650,GUJARAT
365450,GUJARAT
365430,GUJARAT
365535,GUJARAT
365460,GUJARAT
365635,GUJARAT
365730,GUJARAT
365560,GUJARAT
364515,GUJARAT
494449,CHHATTISGARH
591118,KARNATAKA
688526,KERALA
688523,KERALA
688527,KERALA
688532,KERALA
785007,ASSAM
785006,ASSAM
785107,ASSAM
785108,ASSAM
785633,ASSAM
785700,ASSAM
785634,ASSAM
688009,KERALA
362135,GUJARAT
182313,JAMMU AND KASHMIR
182143,JAMMU AND KASHMIR
182222,JAMMU AND KASHMIR
182202,JAMMU AND KASHMIR
182121,JAMMU AND KASHMIR
182312,JAMMU AND KASHMIR
182301,JAMMU AND KASHMIR
182201,JAMMU AND KASHMIR
182204,JAMMU AND KASHMIR
182315,JAMMU AND KASHMIR
688537,KERALA
688003,KERALA
370001,GUJARAT
370155,GUJARAT
370205,GUJARAT
370110,GUJARAT
370427,GUJARAT
370140,GUJARAT
370460,GUJARAT
852121,BIHAR
852218,BIHAR
852125,BIHAR
852116,BIHAR
182205,JAMMU AND KASHMIR
185203,JAMMU AND KASHMIR
182141,JAMMU AND KASHMIR
125047,HARYANA
125007,HARYANA
125121,HARYANA
125042,HARYANA
362630,GUJARAT
362130,GUJARAT
182124,JAMMU AND KASHMIR
182142,JAMMU AND KASHMIR
683580,KERALA
686665,KERALA
686668,KERALA
682311,KERALA
686662,KERALA
686673,KERALA
682301,KERALA
682307,KERALA
683519,KERALA
683562,KERALA
683518,KERALA
532430,ANDHRA PRADESH
781012,ASSAM
683520,KERALA
683577,KERALA
683516,KERALA
683110,KERALA
683102,KERALA
686672,KERALA
682316,KERALA
686669,KERALA
123102,HARYANA
123303,HARYANA
123035,HARYANA
123401,HARYANA
682310,KERALA
182127,JAMMU AND KASHMIR
182128,JAMMU AND KASHMIR
182125,JAMMU AND KASHMIR
131001,HARYANA
182146,JAMMU AND KASHMIR
182148,JAMMU AND KASHMIR
362230,GUJARAT
131021,HARYANA
182147,JAMMU AND KASHMIR
852212,BIHAR
813102,BIHAR
683576,KERALA
683565,KERALA
683513,KERALA
854337,BIHAR
854306,BIHAR
854203,BIHAR
854204,BIHAR
805132,BIHAR
805102,BIHAR
805101,BIHAR
854339,BIHAR
852101,BIHAR
803303,BIHAR
781316,ASSAM
781321,ASSAM
781311,ASSAM
383205,GUJARAT
383270,GUJARAT
383276,GUJARAT
383120,GUJARAT
383210,GUJARAT
383246,GUJARAT
383215,GUJARAT
803221,BIHAR
803306,BIHAR
801305,BIHAR
803111,BIHAR
533252,ANDHRA PRADESH
781365,ASSAM
533240,ANDHRA PRADESH
175132,HIMACHAL PRADESH
829121,JHARKHAND
835214,JHARKHAND
834012,JHARKHAND
835219,JHARKHAND
835303,JHARKHAND
834009,JHARKHAND
835222,JHARKHAND
175140,HIMACHAL PRADESH
175139,HIMACHAL PRADESH
175142,HIMACHAL PRADESH
175106,HIMACHAL PRADESH
175123,HIMACHAL PRADESH
781132,ASSAM
781135,ASSAM
532426,ANDHRA PRADESH
532425,ANDHRA PRADESH
532186,ANDHRA PRADESH
532408,ANDHRA PRADESH
532005,ANDHRA PRADESH
532407,ANDHRA PRADESH
532403,ANDHRA PRADESH
532168,ANDHRA PRADESH
494122,CHHATTISGARH
494441,CHHATTISGARH
494556,CHHATTISGARH
494114,CHHATTISGARH
571603,KARNATAKA
571107,KARNATAKA
571189,KARNATAKA
571106,KARNATAKA
532409,ANDHRA PRADESH
532127,ANDHRA PRADESH
532402,ANDHRA PRADESH
532474,ANDHRA PRADESH
815317,JHARKHAND
815316,JHARKHAND
825324,JHARKHAND
182144,JAMMU AND KASHMIR
532401,ANDHRA PRADESH
532406,ANDHRA PRADESH
532410,ANDHRA PRADESH
